Input_pid,Output_eng
"Mama Bisi: Ehen, you see that woman? Hmmmmm! Her husband don run leave so oh.","Mama Bisi: Yes, you see that woman? Hmmmmm! Her husband has run away and left her, oh."
"Which kain yeye Man de dis?Abeg, leave me with your yeye talk.","What kind of nonsense man is this? Please, leave me alone with your nonsense talk."
omo i dey go on zero-one-zero today. my money don finish,I'm going on one meal a day today. My money has finished.
Abeg commot dis yama-yama from road means Please take the rubbish out,Please take the rubbish out.
That jetta is a bonz ride,That Jetta is a great car.
Dotun thinks he is now an Abuja Big Boy because he only sprays one thousand naira notes.,Dotun thinks he is now an Abuja Big Boy because he only sprays one thousand naira notes.
You be Yoruba?,Are you Yoruba?
"Mama you fit fry dis shinke for me. Kai, dis shinke sweet ooo.","Mom, can you fry this plantain for me? Wow, this plantain is delicious."
Dem don yon comot,They have gone out.
E be like say Chigozie na de number one bros for this side,It seems like Chigozie is the number one guy around here.
3. Chioma na jeje person,Chioma is a calm person.
nak me now,Call me now.
Man Joseph pikin don become akata since that time wey dey go America,Joseph's child has become Americanized since they went to America.
I dey go visit dat chinko teacher1.,I am going to visit that Chinese teacher.
"To own something : Make you no touch that cup, na me get am.","Don't touch that cup, it belongs to me."
That girl wey we see for Bar na Omo Wobe o! See how she finish 10 bottles of Hero!! I fear am o!!,That girl we saw at the bar is a real gangster! Look at how she downed 10 bottles of Hero!! I'm scared of her!!
abi na my food you wan chop? Den you go clean my domot first!,Do you want to eat my food? Then you must clean my doorstep first!
Im ask whether I wan cook for awon boyz for dommot and I tell am at all o!,I asked if I wanted to cook for the boys tomorrow and I told him not at all!
Keep missin' like yakubu,Keep missing like Yakubu.
why you dey bone? means why are u frowning?,Why are you frowning?
1.Shebi you be danfo driver?,Are you a bus driver?
"That yeye boy na fugazzy, can never roll like us","That useless boy is fake, can never be like us."
You go talk to oga jeje,Speak to the boss gently.
That guy likes to zuzu all the time.,That guy likes to show off all the time.
Why are you behaving like a witchcraft ?,Why are you behaving like a witch?
"Abeg, no worri me! go sit down one place. No worri me before I vex here.Jide too dey worri himself about simple simple things. Abeg no worri yourself now, him go come back tomorrow.","Please, don't bother me! Go sit down somewhere. Don't bother me before I get angry here. Jide worries himself too much about simple things. Please don't bother yourself now, he will come back tomorrow."
"Folarin, na you get am!1. 1.When you see Musa give am that maths textbook","When you see Musa, give him that maths textbook."
Chris dey kolo oh,Chris is crazy.
Oga!!! You have been abusing since you have enta dis motto. You are looking for my trouble !!!,Boss!!! You have been abusing since you entered this car. You are looking for my trouble!!!
"(At the market) Aboki, abeg how much u go sell the shaki naw? E don tey wey i dey stand for yur shade. Abi you no wan sell for me?OR(At a restaurant) Madam, serve us 3 plates of pepper soup. Abeg let the shaki plenty put o!","(At the market) Bro, please how much will you sell the tripe now? I have been standing at your stall for a while. Or don't you want to sell to me?  (At a restaurant) Madam, serve us 3 plates of pepper soup. Please, let there be plenty of tripe in it!"
"oga conductor, this danfo na serious one o!","Mr. conductor, this bus is a serious one!"
Drive jeje oh,"Drive gently, oh."
i know say your broda na yahoo boy,I know that your brother is an internet fraudster.
"Chinedu, make you hide that igbo now, we dey approach yellow fever.","Chinedu, hide that marijuana now, we are approaching the police."
At all! Afolabi no fit afford gizm phone.,Not at all! Afolabi can't afford a gizmo phone.
"Man if you see that girl yansh, you go fear fear. e big no be small means the girl's ass is just unbelievable big.","If you see that girl's butt, you'll be really scared. It's unbelievably big."
This game is just jazz,This game is just magic.
Everything is just pito pito,Everything is just bit by bit.
3. e ba mi ki gbe ole1.,Please help me carry the thief.
"Make una no laugh at oga o, na confirmed guy","Don't laugh at the boss, he's a confirmed guy."
1.ahh ole ni e,"Oh, how much is it?"
"bros i hail oo!, na me hail pass......","Bro, I greet you!, I'm the one who greets the most..."
Musa u know say u be bonga fish abi?,"Musa, you know you are a big shot, right?"
see as u pass u no hail chukwudi.,Look at how you passed by without greeting Chukwudi.
Kai if you see thomas toto the thing long oh,"Wow, if you see Thomas's thing, it's very long."
3. i go nak garri and egusi this afternoon by force by force,I will definitely eat garri and egusi this afternoon.
"Ol'boy, I don tire for this unnecessary paroles.","Dude, I'm tired of these unnecessary talks."
My mama the rake for me oh,My mom is scolding me.
Man i don shayo means man i'm drunk,"Man, I'm drunk."
Waka waka don get bele. Did means the prostitue is pregnant,The prostitute is pregnant.
Clean up that pito pito,Clean up that mess.
Everything is just pito pito,Everything is just bit by bit.
That choir director na sagba o.,That choir director is very strict.
Uche na yanshman ooo!!!na victor dey doke am steady.,"Uche is a butt man, oh!!! It's Victor that beats him regularly."
Zanku!!! Leg Work!!!,Zanku!!! Leg Work!!!
Bobo commot before I woze you.,"Boy, leave before I beat you up."
1.The politician is known to be a yakubu.,The politician is known to be a liar.
Abeg make we buy dat bonga fish,Please let's buy that bonga fish.
habba! You no fit jam im car because you dey angry.,Wow! You can't hit his car just because you are angry.
When John slap Musa I shout give am,"When John slapped Musa, I shouted at him."
1.The guy just dey rake and e no get head,The guy is just ranting and it doesn't make sense.
This boy dey try do me jazz,This boy is trying to use magic on me.
Why you nak me for bodi laik dat now?,Why did you hit me like that now?
Clean up that pito pito,Clean up that mess.
Una no go fit come my part make una no sayo,You can't come to my place without buying something.
"Yey, see wozing (conjugated).","Wow, look at the washing."
Man this babe too dey bring wahala1.,This girl is always causing trouble.
"I no fit buy the shoe, i dey my period","I can't buy the shoe, I'm on my period."
Man dey no go bounce of from that party I know the organizer.,The man won't be kicked out of that party; I know the organizer.
Adamu still dey do zero one zero for 6 months and the boy still dey sharp,Adamu has been eating once a day for 6 months and the boy is still smart.
oboi u b wizzo?,Are you a wizard?
Tofia! Ebola no go eva catch me,Tufiakwa! Ebola will never catch me.
"Make we go there, enuf sayo dey","Let's go there, there's enough enjoyment."
"P.Woman, U woggly oh!!","Woman, you are very unsteady or wobbly!"
ole ole he don steal my garri oooh,He has stolen my garri.
1.shayo don finish means alcohol is finished,Alcohol is finished.
Man make we go see shile the guy na organizer,Let's go see Shile; the guy is an organizer.
Shabi you no want eat? No worry i go help you.,"You don't want to eat? Don't worry, I'll help you."
O boy! You wan bring wahala come my domot today o!,"Oh boy! You want to bring trouble to my doorstep today, huh!"
See as that guy dey waka like Sagba.,Look at how that guy is walking like a show-off.
Principal Ahmadu likes to dey flog Monday just because the boy na zombie. Im dey fail every subject he dey take.,Principal Ahmadu likes to flog Monday simply because the boy is a dullard. He fails every subject he takes.
Mama Ibeji's bukka na confimed  place.,Mama Ibeji's eatery is a confirmed place.
"Saliva dey comot from im mouth,aaargh! Him be zombie na","Saliva is coming out of his mouth, aaargh! He is a zombie."
"Adim, se u no sai P.Man woggly",I am very sure P.Man is wobbly.
"Times are hard, na only zero zero one man fit do now.","Times are hard, only eating once a day is what a person can do now."
"Obilo, I told her that I was twenty-fours years old only for her to tell me that you just told her I was twenty-one. Why you dey fall my hand?!","Obilo, I told her that I was twenty-four years old only for her to tell me that you just told her I was twenty-one. Why are you disappointing me?!"
"habba now, just put small pomade for my hand.","Come on now, just put a little lotion on my hand."
"Madam cook,you too much.","Madam cook, you are amazing."
"4. by the time i nak that latest homeboy shirt with the boots for front, i go be propa cream boy. 4.a see the shoe wey e nak.","By the time I wear that latest homeboy shirt with the boots in front, I will be a proper stylish boy."
