Input_pid,Output_eng
"""Which kind nonsense excuse you wan give me now?""",What kind of nonsense excuse do you want to give me now?
Chairman!!! which levels?,Chairman!!! What's up?
wey my book,here is my book
Di man wey died yesterday na my brother,The man who died yesterday is my brother.
weytin we wan chop?,What do we want to eat?
No carry your whinzy come here o,Do not bring your complaints here.
"Girl 1: O girl! wetin dey sele? Girl 2: notin dey sele o TRANSLATION Girl 1: Friend, what's up or what happened? Girl 2: Nothing much or nothing happened","na, biko hapum ihe a na-eme? TRANSLATION: Brother, please tell me what is happening?"
"""Which kind nonsense you dey speak.""","""What kind of nonsense are you speaking?"""
Da which man say I go kill me fo night,Which man said he will kill me at night?
An example sentence for WHO DEY YAN :,"ho dey yan say e no fit happen?"""
"2. My love, na who dey yan inside your compound when i dey outside your fence dey wait for you ?","y love, who is talking inside your compound while I am outside your fence waiting for you?"
this Tolu girl na winch,his Tolu girl is a witch
"1. Onos, na who dey yan inside that class ?","Onos, who is talking inside that class?"
You know sey who don blow don blow,"ou know that once someone has achieved success, they have achieved it."
"Bros abeg, Who you be?","Please, who are you, sir?"
"Obilo, I told her that I was twenty-fours years old only for her to tell me that you just told her I was twenty-one. Why you dey fall my hand?!","bilo, I told her that I was twenty-four years old, only for her to tell me that you just told her I was twenty-one. Why are you embarrassing me?!"
Chinwe say she come first for teh mathematics exam. Whosai,Chinwe said she came first in the mathematics exam. Who knows.
All the winchi winchi no fit stop our love,All the negative forces cannot stop our love.
You dey Whyne me ?,re you trying to seduce me?
She you an play whot?,"Did she challenge you to play 'Whot'?"""
Wida u not picking my calls?,Why are you not picking my calls?
1. James na serious woman lappa,James is a serious womanizer.
oboi u b wizzo?,"Boy, are you okay?"""
"the woman na winch, na why nobody dey talk to am.","he woman is a witch, that's why nobody talks to her."
see this winsh wey wan slap me o,"See this witch that wants to slap me."""
Na you get that car? No dey wind me jo!,Do you own that car? Don't tease me!
Na wa! U be winsch? How u take no? means Gosh! are you a witch? How did you know?,Wow! Are you a witch? How did you know?
Look Chinedu as he dey follow Nkechi. That boy na woman wrapper,ook at Chinedu as he is following Nkechi. That boy is a mama's boy.
"1. Sister joy, abeg give me amala and ewedu without","Sister Joy, please give me amala and ewedu without meat."
That girl wey we see for Bar na Omo Wobe o! See how she finish 10 bottles of Hero!! I fear am o!!,hat girl we saw at the bar is a heavy drinker! Look at how she finished 10 bottles of Hero!! I am afraid of her!!
omo wetin dey? means whats up man,"""Omo wetin dey?"" translates to ""What's up man?"" in English."
Your sister really worwor oh means your sister is really ugly,Your sister is really ugly.
"When I show they will see, Won da mo","""When I show, they will see"""
If i wose you! eh,If I were you! Eh
This soup mama Jide cook is wonderfullous,This soup that Mama Jide cooked is wonderful.
that woman too wor-wor,hat woman is too ugly
Dat deacon v-boot just wowo,hat deacon's car is very old and worn out.
Wetin dey worry u? Na my head dey pain me oh,What is bothering you? My head is hurting me.
Nah only penis no wetin em d see fo insyd toto,"It's only the penis, there's nothing else it sees inside the vagina."
I go woze you if u talk am again. Or i go woze you slap. I don woze eba my belle full.,I will beat you if you say it again. Or I will slap you. I have eaten enough eba to fill my stomach.
"Dat guy don wound for leg, Dat babe don wound dat bros.","That guy has an injury on his leg, That girl has injured that guy."
I go woz you one if you no take time! meaning: I will slap you if you don't take your time and mind your business!,I will slap you if you don't take your time and mind your business!
Make wuna come see o!,Come and see for yourselves!
No cari ur wuru wuru bizness near me oh.,Do not bring your shady business near me.
"abeg x from here, i no wan see you.","Please leave from here, I don't want to see you."
"Abeg, no worri me! go sit down one place. No worri me before I vex here.Jide too dey worri himself about simple simple things. Abeg no worri yourself now, him go come back tomorrow.","Please, don't bother me! Go sit down in one place. Don't bother me before I get angry here. Jide is also bothering himself about simple things. Please don't worry yourself now, he will come back tomorrow."
Jeremy i go wund you oh,"Jeremy, I will surprise you."
verybody should come and see! OR Everyone should see this!,t's been a long time since I saw it.
She u sabi carry expo for una exam. Means can you cheat in an exam,"She knows how to provide exam answers for your exam."""
y na?,What is it?
why u dey yab the poor boi,Why are you mocking the poor boy?
"Ada, you sabi say Lukman go fail dis class, he dey xerox my homework everytime.","Ada, you know that Lukman will fail this class, he always copies my homework."
omo yabbis go damage this boy life o.,his boy will be seriously affected by the insults.
"This your Y-factor don dey too much, you dey fall my hand all the time","our behavior is becoming too much, you keep embarrassing me all the time."
God go bless you yafunyafun,God will bless you abundantly.
dem dey dance yahozee,They are dancing yahozee.
"Kelechi where ya father? means kelechi, where's your father?","na, how far na? means Brother, how are you?"
"Come, you don dey talk anyhow, you been just dey come out from yaba left?","ome, you have been talking recklessly, were you just discharged from Yaba Left?"
i know say your broda na yahoo boy,I know that your brother is a fraudster.
all does yahoo yahoo boi jus dey fap my money,ll those internet fraudsters are just stealing my money.
Keep missin' like yakubu,eep missing like Yakubu.
Mama kelechi just fall yakata for ground means Kelechi's mum fell heavily to the ground,ama kelechi just fall yakata for ground means Kelechi's mum fell heavily to the ground
Girls yakpa for that party means there were lots of girls at the party.,"""Girls yakpa for that party"" means ""There were lots of girls at the party."""
1. Dat gai dey tok tori yangan yangan.,That girl talks too much.
See how dat girl just dey make yanga for here,ee how that girl is just showing off here.
1. abeg take away all this yama yama,Please remove all this unnecessary clutter.
Wetin you Yarn?,What are you saying?
That level with my bros when dey yankee,hat level with my bros when dey yankee English: That level with my friends when they speak American English.
"Guy i wan comot, we go yan later.","Guy, I want to leave, we will talk later."""
Abeg commot dis yama-yama from road means Please take the rubbish out,"""Abeg commot dis yama-yama from road"" translates to ""Please remove this rubbish from the road"" in English."
1. Why boys always dey get small yash,hy do boys always have small buttocks?
that oyinbo dude na yashman.,hat white guy is a show-off.
Uche na yanshman ooo!!!na victor dey doke am steady.,Uche is a troublemaker!!! It's Victor who always covers up for him.
my boyfriend's gone yaradua on me again.yaradua is the best answer for a fool.,y boyfriend has deceived me again. Deceiving someone is the best response for a fool.
1. See that woman yarnsh,. See that woman's buttocks
"Dey bring bad news yesterday, now yawa don gas.","They brought bad news yesterday, now trouble has started."
Yepa yawa don gas means there's a problem,"""Yepa yawa don gas"" means there's a problem."
This girl no get yansh means this girl's ass is flat,This girl no get yansh means this girl has no buttocks.
"Oh boi, dis Yeka girl get sweet voice o!","h boy, this Yeka girl has a sweet voice!"
Bob don wunjure himself.,Bob has injured himself.
The girl yellow die,The girl is very beautiful.
"if u no take ur time, yawa go gas for here.","If you don't take your time, there will be trouble here."
"you are very stupid, you are good for nothing ,an diot","ou are very stupid, you are good for nothing, an idiot."
You be original yellow fever means you have bleached your skin to become light.,"ou are an original yellow fever, which means you have bleached your skin to become lighter."
Dem don yon comot,They have already left.
"Yeee, my leg dey pain me oh.","eee, my leg is hurting me."
"Chinedu, make you hide that igbo now, we dey approach yellow fever.","Chinedu, please hide that marijuana now, we are approaching a police checkpoint."
with you everything is yori yori.,With you everything is perfect.
"Guys, why una de yimu yimu for me na, watin I do?","uys, why are you mocking me, what did I do?"
No mind that yeye boy means Don't mind that bad boy,"""No mind that yeye boy"" means ""Don't mind that bad boy"" in English."
